,ano,casa,visitante,gols_casa,gols_visitante,torneio,cidade,pais,neutro,vencedor,vencedor_m,total_gols
27482,2004,Belgium,Serbia,0,2,FIFA World Cup qualification,Brussels,Belgium,False,Serbia,visitante,2
27483,2004,China PR,Hong Kong,7,0,FIFA World Cup qualification,Guangzhou,China PR,False,China PR,casa,7
27484,2004,Colombia,Bolivia,1,0,FIFA World Cup qualification,Barranquilla,Colombia,False,Colombia,casa,1
27485,2004,Cyprus,Israel,1,2,FIFA World Cup qualification,Nicosia,Cyprus,False,Israel,visitante,3
27486,2004,Ecuador,Brazil,1,0,FIFA World Cup qualification,Quito,Ecuador,False,Ecuador,casa,1
27489,2004,Germany,Cameroon,3,0,Friendly,Leipzig,Germany,False,Germany,casa,3
27490,2004,Greece,Kazakhstan,3,1,FIFA World Cup qualification,Piraeus,Greece,False,Greece,casa,4
27491,2004,Guatemala,Canada,0,1,FIFA World Cup qualification,Guatemala,Guatemala,False,Canada,visitante,1
27493,2004,Indonesia,Turkmenistan,3,1,FIFA World Cup qualification,Jakarta,Indonesia,False,Indonesia,casa,4
27494,2004,Iran,Laos,7,0,FIFA World Cup qualification,Tehran,Iran,False,Iran,casa,7
27495,2004,Italy,Finland,1,0,Friendly,Messina,Italy,False,Italy,casa,1
27496,2004,Japan,Singapore,1,0,FIFA World Cup qualification,Saitama,Japan,False,Japan,casa,1
27497,2004,Kenya,Guinea,2,1,FIFA World Cup qualification,Nairobi,Kenya,False,Kenya,casa,3
27498,2004,South Korea,Maldives,2,0,FIFA World Cup qualification,Seoul,South Korea,False,South Korea,casa,2
27499,2004,Kuwait,Malaysia,6,1,FIFA World Cup qualification,Kuwait City,Kuwait,False,Kuwait,casa,7
27501,2004,Liechtenstein,Latvia,1,3,FIFA World Cup qualification,Vaduz,Liechtenstein,False,Latvia,visitante,4
27502,2004,Luxembourg,Portugal,0,5,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Portugal,visitante,5
27503,2004,North Macedonia,Czech Republic,0,2,FIFA World Cup qualification,Skopje,North Macedonia,False,Czech Republic,visitante,2
27504,2004,Malta,Hungary,0,2,FIFA World Cup qualification,Attard,Malta,False,Hungary,visitante,2
27505,2004,Mexico,Saint Kitts and Nevis,8,0,FIFA World Cup qualification,Monterrey,Mexico,False,Mexico,casa,8
27506,2004,Morocco,Burkina Faso,4,0,Friendly,Rabat,Morocco,False,Morocco,casa,4
27508,2004,Panama,El Salvador,3,0,FIFA World Cup qualification,Panama City,Panama,False,Panama,casa,3
27509,2004,Peru,Chile,2,1,FIFA World Cup qualification,Lima,Peru,False,Peru,casa,3
27510,2004,Qatar,Jordan,2,0,FIFA World Cup qualification,Doha,Qatar,False,Qatar,casa,2
27511,2004,Russia,Estonia,4,0,FIFA World Cup qualification,Krasnodar,Russia,False,Russia,casa,4
27512,2004,San Marino,Lithuania,0,1,FIFA World Cup qualification,Serravalle,San Marino,False,Lithuania,visitante,1
27513,2004,Saudi Arabia,Sri Lanka,3,0,FIFA World Cup qualification,Dammam,Saudi Arabia,False,Saudi Arabia,casa,3
27514,2004,Scotland,Sweden,1,4,Friendly,Edinburgh,Scotland,False,Sweden,visitante,5
27516,2004,South Africa,Nigeria,2,1,Friendly,Johannesburg,South Africa,False,South Africa,casa,3
27517,2004,Spain,England,1,0,Friendly,Madrid,Spain,False,Spain,casa,1
27518,2004,Syria,Kyrgyzstan,0,1,FIFA World Cup qualification,Damascus,Syria,False,Kyrgyzstan,visitante,1
27520,2004,Turkey,Ukraine,0,3,FIFA World Cup qualification,Istanbul,Turkey,False,Ukraine,visitante,3
27521,2004,United Arab Emirates,North Korea,1,0,FIFA World Cup qualification,Dubai,United Arab Emirates,False,United Arab Emirates,casa,1
27522,2004,Uruguay,Paraguay,1,0,FIFA World Cup qualification,Montevideo,Uruguay,False,Uruguay,casa,1
27524,2004,Uzbekistan,Taiwan,6,1,FIFA World Cup qualification,Tashkent,Uzbekistan,False,Uzbekistan,casa,7
27525,2004,Trinidad and Tobago,Saint Vincent and the Grenadines,2,1,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,casa,3
27527,2004,United Arab Emirates,Belarus,2,3,Friendly,Dubai,United Arab Emirates,False,Belarus,visitante,5
27528,2004,Cayman Islands,Bermuda,1,2,CFU Caribbean Cup qualification,Kingstown,Saint Vincent and the Grenadines,True,Bermuda,visitante,3
27530,2004,Haiti,United States Virgin Islands,11,0,CFU Caribbean Cup qualification,Kingston,Jamaica,True,Haiti,casa,11
27531,2004,Jamaica,Saint Martin,12,0,CFU Caribbean Cup qualification,Kingston,Jamaica,False,Jamaica,casa,12
27532,2004,Trinidad and Tobago,Puerto Rico,5,0,CFU Caribbean Cup qualification,Macoya,Trinidad and Tobago,False,Trinidad and Tobago,casa,5
27533,2004,British Virgin Islands,Cayman Islands,0,1,CFU Caribbean Cup qualification,Kingstown,Saint Vincent and the Grenadines,True,Cayman Islands,visitante,1
27534,2004,Jamaica,United States Virgin Islands,11,1,CFU Caribbean Cup qualification,Montego Bay,Jamaica,False,Jamaica,casa,12
27536,2004,Saint Martin,Haiti,0,2,CFU Caribbean Cup qualification,Montego Bay,Jamaica,True,Haiti,visitante,2
27537,2004,Trinidad and Tobago,Grenada,2,0,CFU Caribbean Cup qualification,San Fernando,Trinidad and Tobago,False,Trinidad and Tobago,casa,2
27538,2004,United Arab Emirates,Kuwait,0,1,Friendly,Abu Dhabi,United Arab Emirates,False,Kuwait,visitante,1
27539,2004,Bermuda,British Virgin Islands,0,2,CFU Caribbean Cup qualification,Kingstown,Saint Vincent and the Grenadines,True,British Virgin Islands,visitante,2
27540,2004,Grenada,Puerto Rico,5,2,CFU Caribbean Cup qualification,Arima,Trinidad and Tobago,True,Grenada,casa,7
27541,2004,Jamaica,Haiti,3,1,CFU Caribbean Cup qualification,Kingston,Jamaica,False,Jamaica,casa,4
27542,2004,Singapore,Myanmar,1,0,Friendly,Singapore,Singapore,False,Singapore,casa,1
27543,2004,Trinidad and Tobago,Suriname,1,0,CFU Caribbean Cup qualification,Arima,Trinidad and Tobago,False,Trinidad and Tobago,casa,1
27546,2004,Hungary,Slovakia,0,1,King's Cup,Bangkok,Thailand,True,Slovakia,visitante,1
27549,2004,Bahrain,Finland,1,2,Prime Minister's Cup,Riffa,Bahrain,False,Finland,visitante,3
27550,2004,Latvia,Oman,2,3,Prime Minister's Cup,Riffa,Bahrain,True,Oman,visitante,5
27551,2004,Qatar,Lebanon,4,1,Friendly,Doha,Qatar,False,Qatar,casa,5
27553,2004,Hungary,Estonia,5,0,King's Cup,Bangkok,Thailand,True,Hungary,casa,5
27557,2004,Iraq,Yemen,3,1,Friendly,Dubai,United Arab Emirates,True,Iraq,casa,4
27559,2004,Qatar,Yemen,3,0,Friendly,Doha,Qatar,False,Qatar,casa,3
27560,2004,Kuwait,Tajikistan,3,0,Friendly,Kuwait City,Kuwait,False,Kuwait,casa,3
27561,2004,Laos,Indonesia,0,6,AFF Championship,Ho Chi Minh City,Vietnam,True,Indonesia,visitante,6
27563,2004,Malaysia,Timor-Leste,5,0,AFF Championship,Kuala Lumpur,Malaysia,False,Malaysia,casa,5
27564,2004,Philippines,Myanmar,0,1,AFF Championship,Kuala Lumpur,Malaysia,True,Myanmar,visitante,1
27566,2004,Vietnam,Cambodia,9,1,AFF Championship,Ho Chi Minh City,Vietnam,False,Vietnam,casa,10
27567,2004,Iraq,Oman,1,3,Gulf Cup,Doha,Qatar,True,Oman,visitante,4
27568,2004,Malaysia,Philippines,4,1,AFF Championship,Kuala Lumpur,Malaysia,False,Malaysia,casa,5
27572,2004,Ethiopia,Burundi,2,1,CECAFA Cup,Addis Ababa,Ethiopia,False,Ethiopia,casa,3
27573,2004,Laos,Cambodia,2,1,AFF Championship,Hanoi,Vietnam,True,Laos,casa,3
27574,2004,Rwanda,Zanzibar,4,2,CECAFA Cup,Addis Ababa,Ethiopia,True,Rwanda,casa,6
27575,2004,Saudi Arabia,Kuwait,1,2,Gulf Cup,Al Rayyan,Qatar,True,Kuwait,visitante,3
27576,2004,Vietnam,Indonesia,0,3,AFF Championship,Hanoi,Vietnam,False,Indonesia,visitante,3
27577,2004,British Virgin Islands,Trinidad and Tobago,0,4,CFU Caribbean Cup qualification,Road Town,British Virgin Islands,False,Trinidad and Tobago,visitante,4
27578,2004,Cuba,Martinique,2,0,CFU Caribbean Cup qualification,Havana,Cuba,False,Cuba,casa,2
27579,2004,Timor-Leste,Thailand,0,8,AFF Championship,Kuala Lumpur,Malaysia,True,Thailand,visitante,8
27580,2004,Haiti,Saint Kitts and Nevis,1,0,CFU Caribbean Cup qualification,Fort Lauderdale,United States,True,Haiti,casa,1
27582,2004,Malaysia,Myanmar,0,1,AFF Championship,Kuala Lumpur,Malaysia,False,Myanmar,visitante,1
27584,2004,Uganda,Somalia,2,0,CECAFA Cup,Addis Ababa,Ethiopia,True,Uganda,casa,2
27585,2004,Burundi,Rwanda,3,1,CECAFA Cup,Addis Ababa,Ethiopia,True,Burundi,casa,4
27586,2004,Indonesia,Cambodia,8,0,AFF Championship,Hanoi,Vietnam,True,Indonesia,casa,8
27587,2004,Oman,United Arab Emirates,2,1,Gulf Cup,Doha,Qatar,True,Oman,casa,3
27589,2004,Singapore,Laos,6,2,AFF Championship,Hanoi,Vietnam,True,Singapore,casa,8
27590,2004,Zanzibar,Tanzania,4,2,CECAFA Cup,Addis Ababa,Ethiopia,True,Zanzibar,casa,6
27592,2004,Malaysia,Thailand,2,1,AFF Championship,Kuala Lumpur,Malaysia,False,Malaysia,casa,3
27593,2004,Philippines,Timor-Leste,2,1,AFF Championship,Kuala Lumpur,Malaysia,True,Philippines,casa,3
27594,2004,Saudi Arabia,Yemen,2,0,Gulf Cup,Al Rayyan,Qatar,True,Saudi Arabia,casa,2
27595,2004,Somalia,Kenya,0,1,CECAFA Cup,Addis Ababa,Ethiopia,True,Kenya,visitante,1
27596,2004,Sudan,Uganda,2,1,CECAFA Cup,Addis Ababa,Ethiopia,True,Sudan,casa,3
27597,2004,Cambodia,Singapore,0,3,AFF Championship,Hải Phòng,Vietnam,True,Singapore,visitante,3
27600,2004,Saint Kitts and Nevis,Haiti,0,2,CFU Caribbean Cup qualification,Basseterre,Saint Kitts and Nevis,False,Haiti,visitante,2
27601,2004,Tanzania,Burundi,0,2,CECAFA Cup,Addis Ababa,Ethiopia,True,Burundi,visitante,2
27602,2004,Vietnam,Laos,3,0,AFF Championship,Hanoi,Vietnam,False,Vietnam,casa,3
27603,2004,Myanmar,Timor-Leste,3,1,AFF Championship,Kuala Lumpur,Malaysia,True,Myanmar,casa,4
27605,2004,Japan,Germany,0,3,Friendly,Yokohama,Japan,False,Germany,visitante,3
27606,2004,Qatar,Oman,2,1,Gulf Cup,Doha,Qatar,False,Qatar,casa,3
27607,2004,Thailand,Philippines,3,1,AFF Championship,Kuala Lumpur,Malaysia,True,Thailand,casa,4
27608,2004,Bahrain,Saudi Arabia,3,0,Gulf Cup,Al Rayyan,Qatar,True,Bahrain,casa,3
27609,2004,Burundi,Zanzibar,2,1,CECAFA Cup,Addis Ababa,Ethiopia,True,Burundi,casa,3
27610,2004,Ethiopia,Tanzania,2,0,CECAFA Cup,Addis Ababa,Ethiopia,False,Ethiopia,casa,2
27611,2004,Kuwait,Yemen,3,0,Gulf Cup,Doha,Qatar,True,Kuwait,casa,3
27612,2004,Iran,Panama,1,0,Friendly,Tehran,Iran,False,Iran,casa,1
27615,2004,Sudan,Somalia,4,0,CECAFA Cup,Addis Ababa,Ethiopia,True,Sudan,casa,4
27616,2004,Ethiopia,Zanzibar,3,0,CECAFA Cup,Addis Ababa,Ethiopia,False,Ethiopia,casa,3
27617,2004,Jamaica,Saint Lucia,2,1,CFU Caribbean Cup qualification,Kingston,Jamaica,False,Jamaica,casa,3
27618,2004,South Korea,Germany,3,1,Friendly,Busan,South Korea,False,South Korea,casa,4
27619,2004,Tanzania,Rwanda,1,5,CECAFA Cup,Addis Ababa,Ethiopia,True,Rwanda,visitante,6
27620,2004,Trinidad and Tobago,British Virgin Islands,2,0,CFU Caribbean Cup qualification,Macoya,Trinidad and Tobago,False,Trinidad and Tobago,casa,2
27621,2004,Oman,Bahrain,3,2,Gulf Cup,Al Rayyan,Qatar,True,Oman,casa,5
27622,2004,Qatar,Kuwait,2,0,Gulf Cup,Doha,Qatar,False,Qatar,casa,2
27623,2004,Martinique,Cuba,0,2,CFU Caribbean Cup qualification,Fort-de-France,Martinique,False,Cuba,visitante,2
27624,2004,Thailand,Germany,1,5,Friendly,Bangkok,Thailand,False,Germany,visitante,6
27625,2004,Venezuela,Guatemala,0,1,Friendly,Caracas,Venezuela,False,Guatemala,visitante,1
27627,2004,Sudan,Burundi,1,2,CECAFA Cup,Addis Ababa,Ethiopia,True,Burundi,visitante,3
27628,2004,Bahrain,Kuwait,3,1,Gulf Cup,Doha,Qatar,True,Bahrain,casa,4
27630,2004,Ethiopia,Burundi,3,0,CECAFA Cup,Addis Ababa,Ethiopia,False,Ethiopia,casa,3
27631,2004,Kenya,Sudan,1,2,CECAFA Cup,Addis Ababa,Ethiopia,True,Sudan,visitante,3
27632,2004,Indonesia,Malaysia,1,2,AFF Championship,Jakarta,Indonesia,False,Malaysia,visitante,3
27633,2004,Myanmar,Singapore,3,4,AFF Championship,Kuala Lumpur,Malaysia,True,Singapore,visitante,7
27634,2004,Basque Country,Honduras,2,0,Friendly,San Sebastián,Spain,False,Basque Country,casa,2
27635,2004,Catalonia,Argentina,0,3,Friendly,Barcelona,Spain,False,Argentina,visitante,3
27637,2005,Singapore,Myanmar,4,2,AFF Championship,Singapore,Singapore,False,Singapore,casa,6
27638,2005,Malaysia,Indonesia,1,4,AFF Championship,Kuala Lumpur,Malaysia,False,Indonesia,visitante,5
27639,2005,Egypt,Uganda,3,0,Friendly,Cairo,Egypt,False,Egypt,casa,3
27640,2005,Indonesia,Singapore,1,3,AFF Championship,Jakarta,Indonesia,False,Singapore,visitante,4
27641,2005,Jamaica,French Guiana,5,0,CFU Caribbean Cup qualification,Kingston,Jamaica,False,Jamaica,casa,5
27642,2005,Haiti,Cuba,0,1,CFU Caribbean Cup qualification,Port-au-Prince,Haiti,False,Cuba,visitante,1
27643,2005,Antigua and Barbuda,Trinidad and Tobago,2,1,Friendly,St. John's,Antigua and Barbuda,False,Antigua and Barbuda,casa,3
27645,2005,Colombia,South Korea,2,1,Friendly,Los Angeles,United States,True,Colombia,casa,3
27647,2005,Malaysia,Myanmar,2,1,AFF Championship,Singapore,Singapore,True,Malaysia,casa,3
27649,2005,Singapore,Indonesia,2,1,AFF Championship,Singapore,Singapore,False,Singapore,casa,3
27652,2005,Trinidad and Tobago,Azerbaijan,1,0,Friendly,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,casa,1
27655,2005,Barbados,Grenada,3,0,Friendly,Bridgetown,Barbados,False,Barbados,casa,3
27656,2005,Guatemala,Paraguay,1,2,Friendly,Los Angeles,United States,True,Paraguay,visitante,3
27657,2005,Trinidad and Tobago,Azerbaijan,2,0,Friendly,San Fernando,Trinidad and Tobago,False,Trinidad and Tobago,casa,2
27658,2005,Bahrain,Norway,0,1,Friendly,Riffa,Bahrain,False,Norway,visitante,1
27659,2005,Saudi Arabia,Tajikistan,3,0,Friendly,Riyadh,Saudi Arabia,False,Saudi Arabia,casa,3
27660,2005,Ecuador,Panama,2,0,Friendly,Ambato,Ecuador,False,Ecuador,casa,2
27661,2005,Kuwait,Syria,3,2,Friendly,Kuwait City,Kuwait,False,Kuwait,casa,5
27664,2005,Ecuador,Panama,2,0,Friendly,Babahoyo,Ecuador,False,Ecuador,casa,2
27665,2005,Japan,Kazakhstan,4,0,Friendly,Yokohama,Japan,False,Japan,casa,4
27666,2005,Saudi Arabia,Turkmenistan,1,0,Friendly,Riyadh,Saudi Arabia,False,Saudi Arabia,casa,1
27667,2005,Trinidad and Tobago,Haiti,1,0,Friendly,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,casa,1
27668,2005,Bahrain,Lebanon,2,1,Friendly,Doha,Qatar,True,Bahrain,casa,3
27670,2005,Iran,Bosnia and Herzegovina,2,1,Friendly,Tehran,Iran,False,Iran,casa,3
27671,2005,Japan,Syria,3,0,Friendly,Saitama,Japan,False,Japan,casa,3
27673,2005,Trinidad and Tobago,Haiti,2,1,Friendly,Port of Spain,Trinidad and Tobago,False,Trinidad and Tobago,casa,3
27674,2005,South Korea,Egypt,0,1,Friendly,Seoul,South Korea,False,Egypt,visitante,1
27675,2005,Barbados,Antigua and Barbuda,3,2,Friendly,Bridgetown,Barbados,False,Barbados,casa,5
27676,2005,Trinidad and Tobago,Haiti,0,1,Friendly,Scarborough,Trinidad and Tobago,False,Haiti,visitante,1
27679,2005,Latvia,Finland,1,2,Cyprus International Tournament,Nicosia,Cyprus,True,Finland,visitante,3
27680,2005,Albania,Ukraine,0,2,FIFA World Cup qualification,Tirana,Albania,False,Ukraine,visitante,2
27681,2005,Algeria,Burkina Faso,3,0,Friendly,Algiers,Algeria,False,Algeria,casa,3
27686,2005,Cameroon,Senegal,1,0,Friendly,Créteil,France,True,Cameroon,casa,1
27687,2005,Chile,Ecuador,3,0,Friendly,Viña del Mar,Chile,False,Chile,casa,3
27688,2005,Costa Rica,Mexico,1,2,FIFA World Cup qualification,San José,Costa Rica,False,Mexico,visitante,3
27689,2005,Cyprus,Finland,1,2,Cyprus International Tournament,Nicosia,Cyprus,False,Finland,visitante,3
27690,2005,Egypt,Belgium,4,0,Friendly,Cairo,Egypt,False,Egypt,casa,4
27693,2005,Georgia,Lithuania,1,0,Friendly,Tbilisi,Georgia,False,Georgia,casa,1
27695,2005,Greece,Denmark,2,1,FIFA World Cup qualification,Piraeus,Greece,False,Greece,casa,3
27697,2005,Hong Kong,Brazil,1,7,Lunar New Year Cup,So Kon Po,Hong Kong,False,Brazil,visitante,8
27698,2005,Republic of Ireland,Portugal,1,0,Friendly,Dublin,Republic of Ireland,False,Republic of Ireland,casa,1
27700,2005,Italy,Russia,2,0,Friendly,Cagliari,Italy,False,Italy,casa,2
27701,2005,Japan,North Korea,2,1,FIFA World Cup qualification,Saitama,Japan,False,Japan,casa,3
27702,2005,South Korea,Kuwait,2,0,FIFA World Cup qualification,Seoul,South Korea,False,South Korea,casa,2
27704,2005,Malta,Norway,0,3,Friendly,Attard,Malta,False,Norway,visitante,3
27705,2005,Morocco,Kenya,5,1,FIFA World Cup qualification,Rabat,Morocco,False,Morocco,casa,6
27706,2005,Northern Ireland,Canada,0,1,Friendly,Belfast,Northern Ireland,False,Canada,visitante,1
27708,2005,Poland,Belarus,1,3,Friendly,Grodzisk Wielkopolski,Poland,False,Belarus,visitante,4
27710,2005,Slovenia,Czech Republic,0,3,Friendly,Celje,Slovenia,False,Czech Republic,visitante,3
27712,2005,Spain,San Marino,5,0,FIFA World Cup qualification,Almería,Spain,False,Spain,casa,5
27713,2005,Trinidad and Tobago,United States,1,2,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,False,United States,visitante,3
27714,2005,United Arab Emirates,Switzerland,1,2,Friendly,Dubai,United Arab Emirates,False,Switzerland,visitante,3
27716,2005,Venezuela,Estonia,3,0,Friendly,Maracaibo,Venezuela,False,Venezuela,casa,3
27717,2005,Wales,Hungary,2,0,Friendly,Cardiff,Wales,False,Wales,casa,2
27719,2005,Guatemala,Haiti,2,1,Friendly,Fort Lauderdale,United States,True,Guatemala,casa,3
27720,2005,Costa Rica,Ecuador,1,2,Friendly,Heredia,Costa Rica,False,Ecuador,visitante,3
27721,2005,El Salvador,Panama,0,1,UNCAF Cup,Guatemala,Guatemala,True,Panama,visitante,1
27722,2005,Guatemala,Belize,2,0,UNCAF Cup,Guatemala,Guatemala,False,Guatemala,casa,2
27723,2005,Honduras,Nicaragua,5,1,UNCAF Cup,Guatemala,Guatemala,True,Honduras,casa,6
27724,2005,Barbados,Cuba,0,3,CFU Caribbean Cup,Bridgetown,Barbados,False,Cuba,visitante,3
27725,2005,Jamaica,Trinidad and Tobago,2,1,CFU Caribbean Cup,Bridgetown,Barbados,True,Jamaica,casa,3
27726,2005,Belize,Honduras,0,4,UNCAF Cup,Guatemala,Guatemala,True,Honduras,visitante,4
27727,2005,Costa Rica,El Salvador,2,1,UNCAF Cup,Guatemala,Guatemala,True,Costa Rica,casa,3
27728,2005,Guatemala,Nicaragua,4,0,UNCAF Cup,Guatemala,Guatemala,False,Guatemala,casa,4
27729,2005,Barbados,Jamaica,0,1,CFU Caribbean Cup,Bridgetown,Barbados,False,Jamaica,visitante,1
27730,2005,Congo,Angola,0,2,Friendly,Brazzaville,Congo,False,Angola,visitante,2
27731,2005,Trinidad and Tobago,Cuba,1,2,CFU Caribbean Cup,Bridgetown,Barbados,True,Cuba,visitante,3
27734,2005,Nicaragua,Belize,1,0,UNCAF Cup,Guatemala,Guatemala,True,Nicaragua,casa,1
27735,2005,Panama,Costa Rica,0,1,UNCAF Cup,Guatemala,Guatemala,True,Costa Rica,visitante,1
27736,2005,Barbados,Trinidad and Tobago,2,3,CFU Caribbean Cup,Bridgetown,Barbados,False,Trinidad and Tobago,visitante,5
27737,2005,Cuba,Jamaica,0,1,CFU Caribbean Cup,Bridgetown,Barbados,True,Jamaica,visitante,1
27738,2005,Guatemala,Costa Rica,0,4,UNCAF Cup,Guatemala,Guatemala,False,Costa Rica,visitante,4
27739,2005,Honduras,Panama,1,0,UNCAF Cup,Guatemala,Guatemala,True,Honduras,casa,1
27741,2005,Mauritius,Madagascar,2,0,COSAFA Cup,Curepipe,Mauritius,False,Mauritius,casa,2
27742,2005,Seychelles,South Africa,0,3,COSAFA Cup,Curepipe,Mauritius,True,South Africa,visitante,3
27744,2005,Guatemala,Panama,3,0,UNCAF Cup,Guatemala,Guatemala,False,Guatemala,casa,3
27745,2005,Malawi,Zimbabwe,2,1,Friendly,Blantyre,Malawi,False,Malawi,casa,3
27746,2005,Mauritius,South Africa,0,1,COSAFA Cup,Curepipe,Mauritius,False,South Africa,visitante,1
27747,2005,Hong Kong,Mongolia,6,0,EAFF Championship,Taipei,Taiwan,True,Hong Kong,casa,6
27748,2005,Guam,Hong Kong,0,15,EAFF Championship,Taipei,Taiwan,True,Hong Kong,visitante,15
27749,2005,North Korea,Mongolia,6,0,EAFF Championship,Taipei,Taiwan,True,North Korea,casa,6
27751,2005,Mongolia,Guam,4,1,EAFF Championship,Taipei,Taiwan,True,Mongolia,casa,5
27752,2005,United States,Colombia,3,0,Friendly,Fullerton,United States,False,United States,casa,3
27753,2005,Guam,North Korea,0,21,EAFF Championship,Taipei,Taiwan,True,North Korea,visitante,21
27755,2005,Kuwait,Finland,0,1,Friendly,Kuwait City,Kuwait,False,Finland,visitante,1
27756,2005,Sudan,Ethiopia,3,1,Friendly,Khartoum,Sudan,False,Sudan,casa,4
27757,2005,Hong Kong,North Korea,0,2,EAFF Championship,Taipei,Taiwan,True,North Korea,visitante,2
27758,2005,Saudi Arabia,Egypt,0,1,Friendly,Dammam,Saudi Arabia,False,Egypt,visitante,1
27760,2005,Kuwait,Armenia,3,1,Friendly,Al Ain,United Arab Emirates,True,Kuwait,casa,4
27761,2005,Saudi Arabia,Finland,1,4,Friendly,Dammam,Saudi Arabia,False,Finland,visitante,5
27763,2005,Lesotho,Namibia,1,2,Friendly,Maseru,Lesotho,False,Namibia,visitante,3
27764,2005,United States,Honduras,1,0,Friendly,Albuquerque,United States,False,United States,casa,1
27765,2005,South Korea,Burkina Faso,1,0,Friendly,Dubai,United Arab Emirates,True,South Korea,casa,1
27767,2005,Iran,Japan,2,1,FIFA World Cup qualification,Tehran,Iran,False,Iran,casa,3
27768,2005,North Korea,Bahrain,1,2,FIFA World Cup qualification,Pyongyang,North Korea,False,Bahrain,visitante,3
27769,2005,Kuwait,Uzbekistan,2,1,FIFA World Cup qualification,Kuwait City,Kuwait,False,Kuwait,casa,3
27770,2005,Saudi Arabia,South Korea,2,0,FIFA World Cup qualification,Dammam,Saudi Arabia,False,Saudi Arabia,casa,2
27771,2005,Armenia,Andorra,2,1,FIFA World Cup qualification,Yerevan,Armenia,False,Armenia,casa,3
27772,2005,Australia,Iraq,2,1,Friendly,Sydney,Australia,False,Australia,casa,3
27773,2005,Belgium,Bosnia and Herzegovina,4,1,FIFA World Cup qualification,Brussels,Belgium,False,Belgium,casa,5
27774,2005,Bolivia,Argentina,1,2,FIFA World Cup qualification,La Paz,Bolivia,False,Argentina,visitante,3
27775,2005,Bulgaria,Sweden,0,3,FIFA World Cup qualification,Sofia,Bulgaria,False,Sweden,visitante,3
27776,2005,Burkina Faso,Cape Verde,1,2,FIFA World Cup qualification,Ouagadougou,Burkina Faso,False,Cape Verde,visitante,3
27778,2005,Costa Rica,Panama,2,1,FIFA World Cup qualification,San José,Costa Rica,False,Costa Rica,casa,3
27779,2005,Croatia,Iceland,4,0,FIFA World Cup qualification,Zagreb,Croatia,False,Croatia,casa,4
27780,2005,Cyprus,Jordan,2,1,Friendly,Larnaca,Cyprus,False,Cyprus,casa,3
27781,2005,Czech Republic,Finland,4,3,FIFA World Cup qualification,Teplice,Czech Republic,False,Czech Republic,casa,7
27782,2005,Denmark,Kazakhstan,3,0,FIFA World Cup qualification,Copenhagen,Denmark,False,Denmark,casa,3
27783,2005,England,Northern Ireland,4,0,FIFA World Cup qualification,Manchester,England,False,England,casa,4
27784,2005,Estonia,Slovakia,1,2,FIFA World Cup qualification,Tallinn,Estonia,False,Slovakia,visitante,3
27786,2005,Georgia,Greece,1,3,FIFA World Cup qualification,Tbilisi,Georgia,False,Greece,visitante,4
27787,2005,Guatemala,Trinidad and Tobago,5,1,FIFA World Cup qualification,Guatemala,Guatemala,False,Guatemala,casa,6
27789,2005,Italy,Scotland,2,0,FIFA World Cup qualification,Milan,Italy,False,Italy,casa,2
27790,2005,Kenya,Botswana,1,0,FIFA World Cup qualification,Nairobi,Kenya,False,Kenya,casa,1
27791,2005,Liechtenstein,Russia,1,2,FIFA World Cup qualification,Vaduz,Liechtenstein,False,Russia,visitante,3
27792,2005,Morocco,Guinea,1,0,FIFA World Cup qualification,Rabat,Morocco,False,Morocco,casa,1
27793,2005,Nigeria,Gabon,2,0,FIFA World Cup qualification,Port Harcourt,Nigeria,False,Nigeria,casa,2
27794,2005,Poland,Azerbaijan,8,0,FIFA World Cup qualification,Warsaw,Poland,False,Poland,casa,8
27795,2005,Portugal,Canada,4,1,Friendly,Barcelos,Portugal,False,Portugal,casa,5
27796,2005,Romania,Netherlands,0,2,FIFA World Cup qualification,Bucharest,Romania,False,Netherlands,visitante,2
27797,2005,Senegal,Liberia,6,1,FIFA World Cup qualification,Dakar,Senegal,False,Senegal,casa,7
27798,2005,Slovenia,Germany,0,1,Friendly,Celje,Slovenia,False,Germany,visitante,1
27799,2005,South Africa,Uganda,2,1,FIFA World Cup qualification,Johannesburg,South Africa,False,South Africa,casa,3
27800,2005,Spain,China PR,3,0,Friendly,Salamanca,Spain,False,Spain,casa,3
27801,2005,Tunisia,Malawi,7,0,FIFA World Cup qualification,Radès,Tunisia,False,Tunisia,casa,7
27802,2005,Turkey,Albania,2,0,FIFA World Cup qualification,Istanbul,Turkey,False,Turkey,casa,2
27804,2005,Wales,Austria,0,2,FIFA World Cup qualification,Cardiff,Wales,False,Austria,visitante,2
27805,2005,Zambia,Congo,2,0,FIFA World Cup qualification,Chililabombwe,Zambia,False,Zambia,casa,2
27806,2005,Algeria,Rwanda,1,0,FIFA World Cup qualification,Oran,Algeria,False,Algeria,casa,1
27807,2005,Brazil,Peru,1,0,FIFA World Cup qualification,Goiânia,Brazil,False,Brazil,casa,1
27808,2005,Cameroon,Sudan,2,1,FIFA World Cup qualification,Yaoundé,Cameroon,False,Cameroon,casa,3
