,ano,casa,visitante,gols_casa,gols_visitante,torneio,cidade,pais,neutro,vencedor,vencedor_m,total_gols
4807,1960,Nigeria,Mali,2,3,Friendly,Lagos,Nigeria,False,Mali,visitante,5
4808,1960,China PR,Mongolia,6,1,Friendly,Hanoi,Vietnam DR,True,China PR,casa,7
4809,1960,North Vietnam,North Korea,1,3,Friendly,Hanoi,Vietnam DR,False,North Korea,visitante,4
4810,1960,Northern Ireland,England,2,5,British Home Championship,Belfast,Northern Ireland,False,England,visitante,7
4811,1960,Uganda,Tanzania,1,0,Friendly,Kampala,Uganda,False,Uganda,casa,1
4813,1960,Nigeria,Ghana,0,3,Friendly,Lagos,Nigeria,False,Ghana,visitante,3
4814,1960,Kenya,Zanzibar,4,1,Friendly,Kampala,Uganda,True,Kenya,casa,5
4815,1960,Mongolia,North Korea,1,10,Friendly,Hanoi,Vietnam DR,True,North Korea,visitante,11
4816,1960,North Vietnam,China PR,3,4,Friendly,Hanoi,Vietnam DR,False,China PR,visitante,7
4817,1960,Uganda,Zanzibar,3,0,Friendly,Kampala,Uganda,False,Uganda,casa,3
4818,1960,Kenya,Tanzania,5,0,Friendly,Kampala,Uganda,True,Kenya,casa,5
4819,1960,Switzerland,France,6,2,Friendly,Basel,Switzerland,False,Switzerland,casa,8
4820,1960,South Korea,Vietnam Republic,5,1,AFC Asian Cup,Seoul,South Korea,False,South Korea,casa,6
4821,1960,Tanzania,Zanzibar,4,2,Friendly,Kampala,Uganda,True,Tanzania,casa,6
4823,1960,Taiwan,Vietnam Republic,2,0,AFC Asian Cup,Seoul,South Korea,True,Taiwan,casa,2
4824,1960,South Korea,Israel,3,0,AFC Asian Cup,Seoul,South Korea,False,South Korea,casa,3
4825,1960,Israel,Vietnam Republic,5,1,AFC Asian Cup,Seoul,South Korea,True,Israel,casa,6
4826,1960,Luxembourg,England,0,9,FIFA World Cup qualification,Luxembourg,Luxembourg,False,England,visitante,9
4827,1960,Sweden,Belgium,2,0,FIFA World Cup qualification,Solna,Sweden,False,Sweden,casa,2
4828,1960,South Korea,Taiwan,1,0,AFC Asian Cup,Seoul,South Korea,False,South Korea,casa,1
4829,1960,Wales,Scotland,2,0,British Home Championship,Cardiff,Wales,False,Wales,casa,2
4830,1960,Sweden,Denmark,2,0,Nordic Championship,Gothenburg,Sweden,False,Sweden,casa,2
4831,1960,Israel,Taiwan,1,0,AFC Asian Cup,Seoul,South Korea,True,Israel,casa,1
4832,1960,England,Spain,4,2,Friendly,London,England,False,England,casa,6
4833,1960,Northern Ireland,Germany,3,4,FIFA World Cup qualification,Belfast,Northern Ireland,False,Germany,visitante,7
4835,1960,Austria,Spain,3,0,Friendly,Vienna,Austria,False,Austria,casa,3
4836,1960,Belgium,Hungary,2,1,Friendly,Brussels,Belgium,False,Belgium,casa,3
4837,1960,Czechoslovakia,Netherlands,4,0,Friendly,Prague,Czechoslovakia,False,Czechoslovakia,casa,4
4838,1960,German DR,Finland,5,1,Friendly,Rostock,German DR,False,German DR,casa,6
4839,1960,Morocco,Tunisia,2,1,FIFA World Cup qualification,Casablanca,Morocco,False,Morocco,casa,3
4840,1960,Sweden,France,1,0,Friendly,Solna,Sweden,False,Sweden,casa,1
4842,1960,Republic of Ireland,Norway,3,1,Friendly,Dublin,Republic of Ireland,False,Republic of Ireland,casa,4
4843,1960,South Korea,Japan,2,1,FIFA World Cup qualification,Seoul,South Korea,False,South Korea,casa,3
4844,1960,Mexico,United States,3,0,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,casa,3
4845,1960,Scotland,Northern Ireland,5,2,British Home Championship,Glasgow,Scotland,False,Scotland,casa,7
4847,1960,Hungary,Poland,4,1,Friendly,Budapest,Hungary,False,Hungary,casa,5
4848,1960,Tunisia,Morocco,2,1,FIFA World Cup qualification,Tunis,Tunisia,False,Tunisia,casa,3
4849,1960,Belgium,Switzerland,2,4,FIFA World Cup qualification,Brussels,Belgium,False,Switzerland,visitante,6
4850,1960,Greece,Germany,0,3,FIFA World Cup qualification,Athens,Greece,False,Germany,visitante,3
4851,1960,Hungary,Austria,2,0,Friendly,Budapest,Hungary,False,Hungary,casa,2
4852,1960,Bulgaria,Germany,2,1,Friendly,Sofia,Bulgaria,False,Bulgaria,casa,3
4853,1960,England,Wales,5,1,British Home Championship,London,England,False,England,casa,6
4854,1960,Bulgaria,Turkey,2,1,Friendly,Sofia,Bulgaria,False,Bulgaria,casa,3
4856,1960,Israel,Cyprus,6,1,FIFA World Cup qualification,Ramat-Gan,Israel,False,Israel,casa,7
4857,1960,Ecuador,Argentina,3,6,FIFA World Cup qualification,Guayaquil,Ecuador,False,Argentina,visitante,9
4858,1960,Tunisia,German DR,0,3,Friendly,Tunis,Tunisia,False,German DR,visitante,3
4859,1960,Malta,Tunisia,1,0,Friendly,Gżira,Malta,False,Malta,casa,1
4860,1960,Italy,Austria,1,2,Friendly,Naples,Italy,False,Austria,visitante,3
4861,1960,France,Bulgaria,3,0,FIFA World Cup qualification,Colombes,France,False,France,casa,3
4862,1960,Morocco,German DR,2,3,Friendly,Casablanca,Morocco,False,German DR,visitante,5
4863,1960,Argentina,Ecuador,5,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,Argentina,casa,5
4864,1960,Chile,Paraguay,4,1,Friendly,Santiago,Chile,False,Chile,casa,5
4865,1960,Chile,Paraguay,3,1,Friendly,Santiago,Chile,False,Chile,casa,4
4866,1960,Iraq,Tunisia,3,2,Friendly,Baghdad,Iraq,False,Iraq,casa,5
4867,1961,Costa Rica,Honduras,1,0,FIFA World Cup qualification,Guatemala,Guatemala,True,Costa Rica,casa,1
4868,1961,Saint Lucia,Dominica,4,1,Windward Islands Tournament,Castries,Saint Lucia,False,Saint Lucia,casa,5
4869,1961,Grenada,Saint Vincent and the Grenadines,3,6,Windward Islands Tournament,Castries,Saint Lucia,True,Saint Vincent and the Grenadines,visitante,9
4870,1961,Saint Lucia,Grenada,0,4,Windward Islands Tournament,Castries,Saint Lucia,False,Grenada,visitante,4
4872,1961,Dominica,Grenada,1,8,Windward Islands Tournament,Castries,Saint Lucia,True,Grenada,visitante,9
4875,1961,Colombia,United States,2,0,Friendly,Bogotá,Colombia,False,Colombia,casa,2
4876,1961,Egypt,Hungary,0,2,Friendly,Cairo,Egypt,False,Hungary,visitante,2
4877,1961,Costa Rica,Cuba,4,1,CCCF Championship,San José,Costa Rica,False,Costa Rica,casa,5
4878,1961,Ghana,Mali,3,0,Friendly,Accra,Ghana,False,Ghana,casa,3
4880,1961,Cuba,Haiti,1,2,CCCF Championship,San José,Costa Rica,True,Haiti,visitante,3
4881,1961,Germany,Belgium,1,0,Friendly,Frankfurt am Main,Germany,False,Germany,casa,1
4882,1961,Guatemala,Haiti,1,3,CCCF Championship,San José,Costa Rica,True,Haiti,visitante,4
4883,1961,Cuba,Panama,0,1,CCCF Championship,San José,Costa Rica,True,Panama,visitante,1
4884,1961,Curaçao,Honduras,2,4,CCCF Championship,San José,Costa Rica,True,Honduras,visitante,6
4885,1961,Cuba,Guatemala,0,2,CCCF Championship,San José,Costa Rica,True,Guatemala,visitante,2
4886,1961,Curaçao,Nicaragua,2,1,CCCF Championship,San José,Costa Rica,True,Curaçao,casa,3
4887,1961,Haiti,Panama,3,1,CCCF Championship,San José,Costa Rica,True,Haiti,casa,4
4888,1961,Israel,Ethiopia,1,0,FIFA World Cup qualification,Ramat-Gan,Israel,False,Israel,casa,1
4890,1961,Haiti,Honduras,0,2,CCCF Championship,San José,Costa Rica,True,Honduras,visitante,2
4891,1961,Chile,Peru,5,2,Friendly,Santiago,Chile,False,Chile,casa,7
4892,1961,Israel,Ethiopia,3,2,FIFA World Cup qualification,Ramat-Gan,Israel,False,Israel,casa,5
4894,1961,Portugal,Luxembourg,6,0,FIFA World Cup qualification,Oeiras,Portugal,False,Portugal,casa,6
4895,1961,Costa Rica,Mexico,1,0,FIFA World Cup qualification,San José,Costa Rica,False,Costa Rica,casa,1
4896,1961,Netherlands,Belgium,6,2,Friendly,Rotterdam,Netherlands,False,Netherlands,casa,8
4897,1961,Panama,Haiti,0,3,Friendly,Panama City,Panama,False,Haiti,visitante,3
4898,1961,Panama,Haiti,0,2,Friendly,Panama City,Panama,False,Haiti,visitante,2
4899,1961,Chile,Germany,3,1,Friendly,Santiago,Chile,False,Chile,casa,4
4900,1961,Czechoslovakia,Sweden,2,1,Friendly,Prague,Czechoslovakia,False,Czechoslovakia,casa,3
4901,1961,Costa Rica,Curaçao,6,0,FIFA World Cup qualification,San José,Costa Rica,False,Costa Rica,casa,6
4903,1961,Spain,France,2,0,Friendly,Madrid,Spain,False,Spain,casa,2
4904,1961,Mexico,Curaçao,7,0,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,casa,7
4907,1961,Mexico,Costa Rica,4,1,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,casa,5
4908,1961,Northern Ireland,Wales,1,5,British Home Championship,Belfast,Northern Ireland,False,Wales,visitante,6
4909,1961,England,Scotland,9,3,British Home Championship,London,England,False,England,casa,12
4910,1961,Hungary,German DR,2,0,FIFA World Cup qualification,Budapest,Hungary,False,Hungary,casa,2
4911,1961,Netherlands,Mexico,1,2,Friendly,Amsterdam,Netherlands,False,Mexico,visitante,3
4912,1961,Wales,Spain,1,2,FIFA World Cup qualification,Cardiff,Wales,False,Spain,visitante,3
4913,1961,Sierra Leone,Nigeria,1,4,Friendly,Freetown,Sierra Leone,False,Nigeria,visitante,5
4914,1961,Curaçao,Costa Rica,2,0,FIFA World Cup qualification,Willemstad,Netherlands Antilles,True,Curaçao,casa,2
4915,1961,Italy,Northern Ireland,3,2,Friendly,Bologna,Italy,False,Italy,casa,5
4916,1961,Czechoslovakia,Mexico,2,1,Friendly,Ostrava,Czechoslovakia,False,Czechoslovakia,casa,3
4917,1961,Colombia,Peru,1,0,FIFA World Cup qualification,Bogotá,Colombia,False,Colombia,casa,1
4919,1961,Netherlands,Hungary,0,3,FIFA World Cup qualification,Rotterdam,Netherlands,False,Hungary,visitante,3
4920,1961,Paraguay,Brazil,0,2,Copa Oswaldo Cruz,Asunción,Paraguay,False,Brazil,visitante,2
4921,1961,Greece,Northern Ireland,2,1,FIFA World Cup qualification,Athens,Greece,False,Greece,casa,3
4922,1961,Paraguay,Brazil,2,3,Copa Oswaldo Cruz,Asunción,Paraguay,False,Brazil,visitante,5
4923,1961,Scotland,Republic of Ireland,4,1,FIFA World Cup qualification,Glasgow,Scotland,False,Scotland,casa,5
4924,1961,Chile,Brazil,1,2,Copa Bernardo O'Higgins,Santiago,Chile,False,Brazil,visitante,3
4925,1961,Republic of Ireland,Scotland,0,3,FIFA World Cup qualification,Dublin,Republic of Ireland,False,Scotland,visitante,3
4927,1961,Yugoslavia,Hungary,2,4,Friendly,Belgrade,Yugoslavia,False,Hungary,visitante,6
4928,1961,England,Mexico,8,0,Friendly,London,England,False,England,casa,8
4929,1961,Germany,Northern Ireland,2,1,FIFA World Cup qualification,Berlin,Germany,False,Germany,casa,3
4930,1961,Chile,Brazil,0,1,Copa Bernardo O'Higgins,Santiago,Chile,False,Brazil,visitante,1
4931,1961,Czechoslovakia,Scotland,4,0,FIFA World Cup qualification,Bratislava,Czechoslovakia,False,Czechoslovakia,casa,4
4933,1961,Turkey,Romania,0,1,Friendly,Ankara,Turkey,False,Romania,visitante,1
4937,1961,Switzerland,Belgium,2,1,FIFA World Cup qualification,Lausanne,Switzerland,False,Switzerland,casa,3
4939,1961,Poland,Russia,1,0,Friendly,Warsaw,Poland,False,Poland,casa,1
4941,1961,Italy,England,2,3,Friendly,Rome,Italy,False,England,visitante,5
4942,1961,Austria,England,3,1,Friendly,Vienna,Austria,False,Austria,casa,4
4944,1961,Hungary,Wales,3,2,Friendly,Budapest,Hungary,False,Hungary,casa,5
4945,1961,Japan,Malaysia,3,2,Friendly,Tokyo,Japan,False,Japan,casa,5
4946,1961,Morocco,Ghana,1,0,FIFA World Cup qualification,Casablanca,Morocco,False,Morocco,casa,1
4947,1961,Sweden,Switzerland,4,0,FIFA World Cup qualification,Solna,Sweden,False,Sweden,casa,4
4948,1961,Ghana,Nigeria,3,0,Friendly,Accra,Ghana,False,Ghana,casa,3
4949,1961,Norway,Turkey,0,1,FIFA World Cup qualification,Oslo,Norway,False,Turkey,visitante,1
4950,1961,Portugal,Argentina,0,2,Friendly,Oeiras,Portugal,False,Argentina,visitante,2
4951,1961,Yugoslavia,Poland,2,1,FIFA World Cup qualification,Belgrade,Yugoslavia,False,Yugoslavia,casa,3
4952,1961,Hungary,Austria,1,2,Friendly,Budapest,Hungary,False,Austria,visitante,3
4953,1961,Japan,South Korea,0,2,FIFA World Cup qualification,Tokyo,Japan,False,South Korea,visitante,2
4954,1961,Spain,Argentina,2,0,Friendly,Seville,Spain,False,Spain,casa,2
4955,1961,Italy,Argentina,4,1,Friendly,Florence,Italy,False,Italy,casa,5
4956,1961,Finland,Bulgaria,0,2,FIFA World Cup qualification,Helsinki,Finland,False,Bulgaria,visitante,2
4957,1961,Denmark,Sweden,1,2,Nordic Championship,Copenhagen,Denmark,False,Sweden,visitante,3
4958,1961,Russia,Turkey,1,0,FIFA World Cup qualification,Moscow,Soviet Union,True,Russia,casa,1
4959,1961,Yugoslavia,Morocco,3,2,Friendly,Belgrade,Yugoslavia,False,Yugoslavia,casa,5
4961,1961,German DR,Morocco,1,2,Friendly,Erfurt,German DR,False,Morocco,visitante,3
4964,1961,Finland,Norway,4,1,Nordic Championship,Helsinki,Finland,False,Finland,casa,5
4965,1961,Brazil,Paraguay,3,2,Friendly,Rio de Janeiro,Brazil,False,Brazil,casa,5
4966,1961,Russia,Norway,5,2,FIFA World Cup qualification,Moscow,Soviet Union,True,Russia,casa,7
4968,1961,Uruguay,Bolivia,2,1,FIFA World Cup qualification,Montevideo,Uruguay,False,Uruguay,casa,3
4969,1961,Indonesia,Singapore,1,0,Merdeka Tournament,Kuala Lumpur,Malaya,True,Indonesia,casa,1
4970,1961,Malaysia,Japan,3,2,Merdeka Tournament,Kuala Lumpur,Malaya,False,Malaysia,casa,5
4971,1961,India,Vietnam Republic,1,2,Merdeka Tournament,Kuala Lumpur,Malaya,True,Vietnam Republic,visitante,3
4972,1961,Kenya,Uganda,0,1,African Cup of Nations qualification,Nairobi,Kenya,False,Uganda,visitante,1
4973,1961,Malaysia,Vietnam Republic,3,1,Merdeka Tournament,Kuala Lumpur,Malaya,False,Malaysia,casa,4
4974,1961,Hong Kong,Thailand,2,1,Merdeka Tournament,Kuala Lumpur,Malaya,True,Hong Kong,casa,3
4975,1961,India,Japan,1,3,Merdeka Tournament,Kuala Lumpur,Malaya,True,Japan,visitante,4
4976,1961,Indonesia,Thailand,2,1,Merdeka Tournament,Kuala Lumpur,Malaya,True,Indonesia,casa,3
4977,1961,Malaysia,India,1,2,Merdeka Tournament,Kuala Lumpur,Malaya,False,India,visitante,3
4978,1961,Sweden,Finland,4,0,Nordic Championship,Norrköping,Sweden,False,Sweden,casa,4
4979,1961,Japan,Vietnam Republic,2,3,Merdeka Tournament,Kuala Lumpur,Malaya,True,Vietnam Republic,visitante,5
4980,1961,Singapore,Thailand,5,3,Merdeka Tournament,Kuala Lumpur,Malaya,True,Singapore,casa,8
4981,1961,Malaysia,Indonesia,1,2,Merdeka Tournament,Kuala Lumpur,Malaya,False,Indonesia,visitante,3
4982,1961,Singapore,Vietnam Republic,1,2,Merdeka Tournament,Kuala Lumpur,Malaya,True,Vietnam Republic,visitante,3
4983,1961,Indonesia,Japan,2,0,Friendly,Kallang,Singapore,True,Indonesia,casa,2
4984,1961,Thailand,Vietnam Republic,1,2,Friendly,Kallang,Singapore,True,Vietnam Republic,visitante,3
4985,1961,India,Vietnam Republic,1,3,Friendly,Kallang,Singapore,True,Vietnam Republic,visitante,4
4986,1961,Norway,Russia,0,3,FIFA World Cup qualification,Oslo,Norway,False,Russia,visitante,3
4988,1961,New Caledonia,Tahiti,3,0,Friendly,Nouméa,New Caledonia,False,New Caledonia,casa,3
4989,1961,German DR,Hungary,2,3,FIFA World Cup qualification,Berlin,German DR,False,Hungary,visitante,5
4990,1961,Russia,Austria,0,1,Friendly,Moscow,Soviet Union,False,Austria,visitante,1
4991,1961,Norway,Denmark,0,4,Nordic Championship,Oslo,Norway,False,Denmark,visitante,4
4992,1961,Germany,Denmark,5,1,Friendly,Düsseldorf,Germany,False,Germany,casa,6
4993,1961,New Caledonia,Tahiti,2,1,Friendly,Nouméa,New Caledonia,False,New Caledonia,casa,3
4994,1961,Uganda,Kenya,0,1,African Cup of Nations qualification,Kampala,Uganda,False,Kenya,visitante,1
4995,1961,England,Luxembourg,4,1,FIFA World Cup qualification,London,England,False,England,casa,5
4996,1961,France,Finland,5,1,FIFA World Cup qualification,Paris,France,False,France,casa,6
4997,1961,Scotland,Czechoslovakia,3,2,FIFA World Cup qualification,Glasgow,Scotland,False,Scotland,casa,5
4998,1961,Uganda,Zanzibar,2,1,Friendly,Mombasa,Kenya,True,Uganda,casa,3
5000,1961,Tanzania,Uganda,3,1,Friendly,Mombasa,Kenya,True,Tanzania,casa,4
5001,1961,Belgium,Sweden,0,2,FIFA World Cup qualification,Brussels,Belgium,False,Sweden,visitante,2
5002,1961,Kenya,Zanzibar,10,0,Friendly,Mombasa,Kenya,False,Kenya,casa,10
5003,1961,Tanzania,Zanzibar,3,0,Friendly,Mombasa,Kenya,True,Tanzania,casa,3
5004,1961,Kenya,Uganda,2,1,Friendly,Mombasa,Kenya,False,Kenya,casa,3
5005,1961,Northern Ireland,Scotland,1,6,British Home Championship,Belfast,Northern Ireland,False,Scotland,visitante,7
5006,1961,Austria,Hungary,2,1,Friendly,Vienna,Austria,False,Austria,casa,3
5007,1961,Republic of Ireland,Czechoslovakia,1,3,FIFA World Cup qualification,Dublin,Republic of Ireland,False,Czechoslovakia,visitante,4
5008,1961,Luxembourg,Portugal,4,2,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Luxembourg,casa,6
5009,1961,Poland,Germany,0,2,Friendly,Warsaw,Poland,False,Germany,visitante,2
5010,1961,Romania,Turkey,4,0,Friendly,Bucharest,Romania,False,Romania,casa,4
5011,1961,Yugoslavia,South Korea,5,1,FIFA World Cup qualification,Belgrade,Yugoslavia,False,Yugoslavia,casa,6
5012,1961,Argentina,Paraguay,5,1,Friendly,Avellaneda,Argentina,False,Argentina,casa,6
5013,1961,Chile,Uruguay,2,3,Friendly,Santiago,Chile,False,Uruguay,visitante,5
5015,1961,Denmark,Finland,9,1,Nordic Championship,Copenhagen,Denmark,False,Denmark,casa,10
5016,1961,Israel,Italy,2,4,FIFA World Cup qualification,Ramat-Gan,Israel,False,Italy,visitante,6
5017,1961,Northern Ireland,Greece,2,0,FIFA World Cup qualification,Belfast,Northern Ireland,False,Northern Ireland,casa,2
5018,1961,Belgium,France,3,0,Friendly,Brussels,Belgium,False,Belgium,casa,3
5019,1961,Turkey,South Korea,1,0,Friendly,Ankara,Turkey,False,Turkey,casa,1
5020,1961,Vietnam Republic,Indonesia,4,1,Vietnam Independence Cup,Saigon,Vietnam Republic,False,Vietnam Republic,casa,5
5021,1961,Germany,Greece,2,1,FIFA World Cup qualification,Augsburg,Germany,False,Germany,casa,3
5024,1961,Poland,German DR,3,1,Friendly,Wrocław,Poland,False,Poland,casa,4
5025,1961,Sweden,Norway,2,0,Nordic Championship,Gothenburg,Sweden,False,Sweden,casa,2
5026,1961,Indonesia,Malaysia,1,3,Vietnam Independence Cup,Saigon,Vietnam Republic,True,Malaysia,visitante,4
5027,1961,England,Portugal,2,0,FIFA World Cup qualification,London,England,False,England,casa,2
5028,1961,Vietnam Republic,Malaysia,1,0,Vietnam Independence Cup,Saigon,Vietnam Republic,False,Vietnam Republic,casa,1
5029,1961,Myanmar,South Korea,3,0,Friendly,Yangon,Burma,False,Myanmar,casa,3
5030,1961,Bulgaria,Finland,3,1,FIFA World Cup qualification,Sofia,Bulgaria,False,Bulgaria,casa,4
5031,1961,Czechoslovakia,Republic of Ireland,7,1,FIFA World Cup qualification,Prague,Czechoslovakia,False,Czechoslovakia,casa,8
5032,1961,Mexico,Paraguay,1,0,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico,casa,1
5033,1961,Switzerland,Sweden,3,2,FIFA World Cup qualification,Berne,Switzerland,False,Switzerland,casa,5
5034,1961,Turkey,Norway,2,1,FIFA World Cup qualification,Istanbul,Turkey,False,Turkey,casa,3
5035,1961,Uganda,Kenya,2,0,African Cup of Nations qualification,Kampala,Uganda,False,Uganda,casa,2
5036,1961,Italy,Israel,6,0,FIFA World Cup qualification,Turin,Italy,False,Italy,casa,6
5039,1961,Poland,Denmark,5,0,Friendly,Chorzów,Poland,False,Poland,casa,5
5040,1961,Scotland,Wales,2,0,British Home Championship,Glasgow,Scotland,False,Scotland,casa,2
5041,1961,Bulgaria,France,1,0,FIFA World Cup qualification,Sofia,Bulgaria,False,Bulgaria,casa,1
5042,1961,Morocco,Spain,0,1,FIFA World Cup qualification,Casablanca,Morocco,False,Spain,visitante,1
5043,1961,Netherlands,Belgium,0,4,Friendly,Amsterdam,Netherlands,False,Belgium,visitante,4
5044,1961,Switzerland,Sweden,2,1,FIFA World Cup qualification,Berlin,Germany,True,Switzerland,casa,3
5045,1961,Turkey,Russia,1,2,FIFA World Cup qualification,Istanbul,Turkey,False,Russia,visitante,3
5046,1961,Argentina,Russia,1,2,Friendly,Buenos Aires,Argentina,False,Russia,visitante,3
5047,1961,Yugoslavia,Austria,2,1,Friendly,Zagreb,Yugoslavia,False,Yugoslavia,casa,3
5048,1961,Chile,Russia,0,1,Friendly,Santiago,Chile,False,Russia,visitante,1
5050,1961,Spain,Morocco,3,2,FIFA World Cup qualification,Madrid,Spain,False,Spain,casa,5
5051,1961,Nigeria,Tunisia,2,1,African Cup of Nations qualification,Lagos,Nigeria,False,Nigeria,casa,3
5052,1961,South Korea,Yugoslavia,1,3,FIFA World Cup qualification,Seoul,South Korea,False,Yugoslavia,visitante,4
5053,1961,Czechoslovakia,Scotland,4,2,FIFA World Cup qualification,Brussels,Belgium,True,Czechoslovakia,casa,6
5054,1961,Uruguay,Russia,1,2,Friendly,Montevideo,Uruguay,False,Russia,visitante,3
5055,1961,Hong Kong,Yugoslavia,1,2,Friendly,So Kon Po,Hong Kong,False,Yugoslavia,visitante,3
5056,1961,Kenya,Zanzibar,4,0,Friendly,Dar es Salaam,Tanganyika,True,Kenya,casa,4
5057,1961,Panama,Venezuela,2,6,Friendly,Barranquilla,Colombia,True,Venezuela,visitante,8
5058,1961,Senegal,Gambia,2,3,Friendly,Dakar,Senegal,False,Gambia,visitante,5
5059,1961,Uganda,Zanzibar,2,0,Friendly,Dar es Salaam,Tanganyika,True,Uganda,casa,2
5060,1961,Indonesia,Yugoslavia,1,5,Friendly,Jakarta,Indonesia,False,Yugoslavia,visitante,6
5061,1961,Kenya,Uganda,4,1,Friendly,Dar es Salaam,Tanganyika,True,Kenya,casa,5
5062,1961,Chile,Hungary,5,1,Friendly,Santiago,Chile,False,Chile,casa,6
5063,1961,Tanzania,Kenya,1,3,Friendly,Dar es Salaam,Tanganyika,False,Kenya,visitante,4
5065,1961,Morocco,German DR,2,0,Friendly,Casablanca,Morocco,False,Morocco,casa,2
5066,1961,Panama,Venezuela,0,3,Friendly,Barranquilla,Colombia,True,Venezuela,visitante,3
5068,1961,Israel,Yugoslavia,0,2,Friendly,Ramat-Gan,Israel,False,Yugoslavia,visitante,2
5069,1961,Bulgaria,France,1,0,FIFA World Cup qualification,Milan,Italy,True,Bulgaria,casa,1
5070,1961,Ghana,Nigeria,5,1,Friendly,Accra,Ghana,False,Ghana,casa,6
5072,1961,Belgium,Bulgaria,4,0,Friendly,Brussels,Belgium,False,Belgium,casa,4
5073,1961,Ethiopia,Kenya,4,3,Friendly,Addis Ababa,Ethiopia,False,Ethiopia,casa,7
5074,1962,Egypt,Austria,1,0,Friendly,Cairo,Egypt,False,Egypt,casa,1
5075,1962,Ethiopia,Kenya,6,1,Friendly,Addis Ababa,Ethiopia,False,Ethiopia,casa,7
